Date,plus_minus,Team,Year
2021-10-09,0,Milwaukee Brewers,2021
2021-10-11,-1,Milwaukee Brewers,2021
2021-10-12,-2,Milwaukee Brewers,2021
2021-10-07,1,Houston Astros,2021
2021-10-08,2,Houston Astros,2021
2021-10-10,1,Houston Astros,2021
2021-10-12,2,Houston Astros,2021
2021-10-15,3,Houston Astros,2021
2021-10-16,2,Houston Astros,2021
2021-10-18,1,Houston Astros,2021
2021-10-19,2,Houston Astros,2021
2021-10-20,3,Houston Astros,2021
2021-10-22,4,Houston Astros,2021
2021-10-26,3,Houston Astros,2021
2021-10-27,4,Houston Astros,2021
2021-10-29,3,Houston Astros,2021
2021-10-30,2,Houston Astros,2021
2021-10-31,3,Houston Astros,2021
2021-11-02,2,Houston Astros,2021
2021-10-07,1,Tampa Bay Rays,2021
2021-10-08,0,Tampa Bay Rays,2021
2021-10-10,-1,Tampa Bay Rays,2021
2021-10-11,-2,Tampa Bay Rays,2021
2022-10-07,1,Seattle Mariners,2022
2022-10-08,2,Seattle Mariners,2022
2022-10-11,1,Seattle Mariners,2022
2022-10-13,0,Seattle Mariners,2022
2022-10-15,-1,Seattle Mariners,2022
2022-10-11,1,Los Angeles Dodgers,2022
2022-10-12,0,Los Angeles Dodgers,2022
2022-10-14,-1,Los Angeles Dodgers,2022
2022-10-15,-2,Los Angeles Dodgers,2022
2022-10-07,-1,St. Louis Cardinals,2022
2022-10-08,-2,St. Louis Cardinals,2022
2022-10-07,-1,Toronto Blue Jays,2022
2022-10-08,-2,Toronto Blue Jays,2022
2022-10-11,-1,Atlanta Braves,2022
2022-10-12,0,Atlanta Braves,2022
2022-10-14,-1,Atlanta Braves,2022
2022-10-15,-2,Atlanta Braves,2022
2022-10-07,-1,New York Mets,2022
2022-10-08,0,New York Mets,2022
2022-10-09,-1,New York Mets,2022
2022-10-07,1,San Diego Padres,2022
2022-10-08,0,San Diego Padres,2022
2022-10-09,1,San Diego Padres,2022
2022-10-11,0,San Diego Padres,2022
2022-10-12,1,San Diego Padres,2022
2022-10-14,2,San Diego Padres,2022
2022-10-15,3,San Diego Padres,2022
2022-10-18,2,San Diego Padres,2022
2022-10-19,3,San Diego Padres,2022
2022-10-21,2,San Diego Padres,2022
2022-10-22,1,San Diego Padres,2022
2022-10-23,0,San Diego Padres,2022
2022-10-07,1,Philadelphia Phillies,2022
2022-10-08,2,Philadelphia Phillies,2022
2022-10-11,3,Philadelphia Phillies,2022
2022-10-12,2,Philadelphia Phillies,2022
2022-10-14,3,Philadelphia Phillies,2022
2022-10-15,4,Philadelphia Phillies,2022
2022-10-18,5,Philadelphia Phillies,2022
2022-10-19,4,Philadelphia Phillies,2022
2022-10-21,5,Philadelphia Phillies,2022
2022-10-22,6,Philadelphia Phillies,2022
2022-10-23,7,Philadelphia Phillies,2022
2022-10-28,8,Philadelphia Phillies,2022
2022-10-29,7,Philadelphia Phillies,2022
2022-11-01,8,Philadelphia Phillies,2022
2022-11-02,7,Philadelphia Phillies,2022
2022-11-03,6,Philadelphia Phillies,2022
2022-11-05,5,Philadelphia Phillies,2022
2022-10-11,1,New York Yankees,2022
2022-10-14,0,New York Yankees,2022
2022-10-15,-1,New York Yankees,2022
2022-10-16,0,New York Yankees,2022
2022-10-18,1,New York Yankees,2022
2022-10-19,0,New York Yankees,2022
2022-10-20,-1,New York Yankees,2022
2022-10-22,-2,New York Yankees,2022
2022-10-23,-3,New York Yankees,2022
2022-10-11,1,Houston Astros,2022
2022-10-13,2,Houston Astros,2022
2022-10-15,3,Houston Astros,2022
2022-10-19,4,Houston Astros,2022
2022-10-20,5,Houston Astros,2022
2022-10-22,6,Houston Astros,2022
2022-10-23,7,Houston Astros,2022
2022-10-28,6,Houston Astros,2022
2022-10-29,7,Houston Astros,2022
2022-11-01,6,Houston Astros,2022
2022-11-02,7,Houston Astros,2022
2022-11-03,8,Houston Astros,2022
2022-11-05,9,Houston Astros,2022
2022-10-07,-1,Tampa Bay Rays,2022
2022-10-08,-2,Tampa Bay Rays,2022
2022-10-07,1,Cleveland Guardians,2022
2022-10-08,2,Cleveland Guardians,2022
2022-10-11,1,Cleveland Guardians,2022
2022-10-14,2,Cleveland Guardians,2022
2022-10-15,3,Cleveland Guardians,2022
2022-10-16,2,Cleveland Guardians,2022
2022-10-18,1,Cleveland Guardians,2022
